-2.497363722603631597e+00,2.704902388222052423e+00,1.561312559227843622e+00,-4.174682534828284552e-01,7.249468013661528598e-01
-1.916884908228770446e+00,1.999036503688689015e+00,-1.579437013189591399e+00,7.215748167991913320e-01,-1.476951531334662615e+00
-1.222185736857480221e+00,1.656949920531253451e+00,-8.273666683655065412e-01,4.927577158904075105e-01,3.974225512733540189e-01
-2.724471604504769662e+00,2.560276418463612202e+00,-1.782976672363341786e+00,1.132206017997641867e+00,-3.302791058882544206e+00
-1.021514622213112400e+00,1.348960293118729226e+00,1.018215253703819378e+00,1.011493726762719092e+00,-8.071348139205281047e-01
-1.927318753971268617e+00,2.247293149451798921e+00,-7.349652241097749394e-01,1.904743053319764012e-01,2.800683612617216323e-01
-3.987912568828353987e-01,9.945136533446123916e-01,-3.134977558430548927e-01,1.563598155957234948e+00,-5.744898592560430117e-01
-2.445472837125586718e+00,2.398692451952084248e+00,2.493469712079404710e-02,-8.317491092948348097e-02,-7.491044408504357044e-01
-7.593006150727489301e-01,1.270125326134025512e+00,8.657683772612043693e-01,1.319517041308272409e+00,-5.794910618255377788e-01
1.483630516925221521e+00,-7.124414419247491193e-01,2.947341292931652257e-01,2.147758872909478534e+00,-3.640438347891497006e-01
-1.029268400900976044e+00,1.251789164769592011e+00,-1.611182741578109090e-01,1.523503029395570696e+00,-2.052884344320654364e+00
-2.777906745059098181e+00,2.671000192204152413e+00,-1.337102706680058095e-01,6.660337853787169360e-01,-2.325761712600139752e+00
-4.313125836541180647e-01,7.513832873693837566e-01,-1.909730561694227724e+00,2.116912329932383763e+00,-2.519395460340815518e+00
-3.832788928357159453e+00,3.536538625150525306e+00,7.382178792245619459e-01,-2.817726319825064607e-02,-2.158641916677631833e+00
-1.432604702424833121e-01,6.279169882198586405e-01,9.236124468880801963e-01,1.362139093234679299e+00,-5.655865634120881280e-01
-1.772638300974407777e+00,1.691950513365309217e+00,-1.892897773572417286e+00,1.568452193465499800e+00,-3.452268642911979768e+00
-2.076552618755374890e+00,2.042105601049916785e+00,9.338481776603081708e-02,2.979241981022008323e-01,-1.236578646834210815e+00
1.339766099810893119e+00,-5.004412892218235154e-01,-1.451100597815484949e+00,2.414889676825903386e+00,-6.070817275298906468e-01
7.082472178718053346e-01,1.732194770336747958e-02,-4.242345611064591293e-01,9.094167714726402174e-01,1.324120423844440397e+00
5.895594599482200104e-01,1.145719397055231514e-01,6.100702172635319442e-02,2.644888921352292588e+00,-1.707095714706649447e+00
2.743274122129130133e-01,2.283910889369071828e-01,1.324324477331250360e+00,1.135707034069012522e+00,3.683751137107060813e-03
-2.988097311590477645e+00,2.834199318676875912e+00,1.177315508139963551e+00,3.099023947467629547e-01,-1.959994626882070712e+00
2.301281958139113293e+00,-1.211731734541804384e+00,-1.227381335754893360e-01,2.957364122664460915e+00,-3.245263805195348628e-01
2.411077205647715188e-02,5.848083466882122439e-01,-1.182919525665970389e-01,2.370799240040450506e+00,-1.759447565075578090e+00
-1.675504527991772852e+00,1.849864734743094541e+00,-3.520945834749036885e-01,1.161719732600192900e+00,-1.809974251204461648e+00
8.153781171961144159e-01,-1.026991347972030511e-01,2.087303578582516916e+00,1.791430242306057963e+00,-1.745052808419775836e-01
9.589251905508689999e-01,-7.610094115367105339e-02,1.934165642512515604e-01,2.231380142483045947e+00,-2.518038331036140942e-01
2.605376524257385640e+00,-1.410695574313987288e+00,-1.792294298751345050e+00,3.545016585406437493e+00,-8.400482530019890426e-01
-1.641911562682406789e+00,1.545723435142314361e+00,-8.271686965933777724e-02,6.799149273532576476e-01,-1.976301621776545892e+00
-3.286961383912785917e-01,9.369911717094664416e-01,-9.644608468882123198e-01,1.088320529199735098e+00,2.911169922258121101e-01
-2.859375693268682905e+00,2.730499863883871114e+00,-1.056756056820151946e+00,1.335427915052245229e-01,-1.534407072740775035e+00
-4.193716197438243642e-01,7.880305292034575082e-01,8.069306817736690007e-01,5.788494613050702009e-01,2.475016541326933162e-01
-2.839958178735024763e+00,2.769195634129104633e+00,-1.132764102521745642e+00,-7.091956184978798206e-02,-9.730336664336438623e-01
-8.307986748385784992e-01,1.112779587267706427e+00,8.623822531580819239e-01,1.120550166404554515e+00,-1.100238613673034660e+00
6.371390135988984627e-01,-7.239025412205446486e-02,-1.222789441766119686e-02,1.283545515874284559e+00,8.782428594439739555e-02
-2.715805801557813481e-01,5.432861364897687562e-01,1.058724798931385047e+00,6.496960924958843364e-01,-1.816768033344775546e-01
-4.937295350395627946e-01,8.470111567659823759e-01,-4.574814743888159230e-01,1.700644962692199558e+00,-1.716700802275083593e+00
2.089926539124461247e+00,-1.255900271599571072e+00,-2.599925929704054086e-03,2.753726946972156142e+00,-9.757761302438557882e-01
1.615457830467596834e+00,-8.569954064309512898e-01,5.710970208160908168e-01,2.840625966044632911e+00,-1.536769020428254695e+00
1.486946419849221490e+00,-5.434193093013370834e-01,3.913790059794767240e-01,1.859273628361334696e+00,7.503177391761288728e-01
1.118205135737151856e+00,-5.102278202454886280e-01,-3.991560892868238342e-01,2.430629594603021637e+00,-1.542070487762241537e+00
-1.762470598229760377e+00,1.686831640881976568e+00,-1.001946231431843248e+00,1.295726161406610011e+00,-2.972286733019769756e+00
-3.084137753875330290e+00,2.827536921551239146e+00,-1.584001288145918951e-01,-3.246623715542524824e-01,-1.295617716553939314e+00
-5.333462656060153906e-01,1.041477712094098118e+00,-2.912720407672446665e-01,1.384515036574690772e+00,-6.322247280657228297e-01
8.465792019913662703e-01,-1.059605222744501862e-01,3.824532593367384603e-01,2.357305819259267299e+00,-1.014996732798485457e+00
-1.475809300639163046e+00,1.683191787072148893e+00,8.479659031678307146e-01,1.361978132305970757e+00,-1.967652487429491392e+00
1.083584647784685995e+00,-3.469420315585076686e-01,-2.013384043307560933e+00,1.750240323429826717e+00,6.091252602766528135e-02
-7.498019441250614037e-01,1.067092276207446178e+00,-2.457554804266374460e-01,3.567962116113037041e-01,3.365355659035784708e-01
-1.437008930550498498e+00,1.499008512971744977e+00,1.656140507378982552e+00,1.507408766974289716e+00,-2.730823971486254997e+00
-1.948598802635829408e+00,1.960711035399561375e+00,6.809881015169104712e-01,-1.827374702335582413e-02,-4.975601264335255403e-01
-9.429293491878669789e-03,5.435625372448402715e-01,6.211187211118460727e-01,2.380825319546542751e+00,-2.058809640034050314e+00
-7.312064352294916914e-01,9.957148856372581847e-01,-7.302577147045438699e-02,1.144846558460006714e+00,-1.175535547636727740e+00
-2.262056224762695855e+00,2.252984465343640164e+00,4.424347782850134303e-01,-2.980350914305773813e-02,-6.474895400084235142e-01
1.588367065564157299e+00,-8.199980049606054866e-01,2.883037019200130335e-01,2.499975866296795246e+00,-9.358081652939442829e-01
2.509966803379544698e-01,5.530391009514519229e-01,-4.319238825425043560e-01,2.371463051690656521e+00,-9.825656190291386372e-01
-1.182478061955470672e+00,1.432011216424138089e+00,7.718219369805550123e-01,1.278221371205282786e+00,-1.586972424742142618e+00
-3.206426669538503749e+00,1.590924100800906515e+00,1.291066115505063117e+00,-2.774322195442036065e+00,-2.166652263021295877e+00
1.157617135793999052e+00,-6.416352143897101623e-01,-2.596043756052506812e-01,2.398910794001384073e+00,-1.812548792242121287e+00
1.791421700796123950e+00,-8.514743895476601931e-01,-1.136745532995880881e+00,2.749668373322378123e+00,-6.704833638894323045e-01
-1.204429232112778969e+00,1.397540398279881968e+00,5.593427969142706901e-01,1.465759175387477242e+00,-2.114465528629548619e+00
9.097465997313294861e-02,3.045392450993837929e-01,1.498308367138862229e-01,2.312310235676652503e+00,-2.419476221982182373e+00
4.203549554872767491e-01,2.501487406022728788e-01,4.040113569057683374e-01,2.208671166253658669e+00,-1.145902253967566509e+00
-1.001052094484925270e+00,1.324120644072787734e+00,-2.424699706781217601e-01,4.230029066759377621e-01,1.724645817336427633e-01
-4.034115295518650446e-01,7.001977234750194068e-01,-9.166389243166068734e-01,2.527138408518328383e+00,-3.285882406472687478e+00
-1.214142886579923530e+00,1.530666874934303534e+00,-1.363308628539545930e+00,6.797109378094551291e-01,-3.456494482201561969e-01
-3.486096170992186050e+00,3.243643599324193438e+00,-7.831424278726177579e-02,-1.799214668552788776e-01,-1.605502762635607095e+00
-1.317017655937348319e+00,1.495795335595142550e+00,1.201389850980957519e+00,4.088564829105012510e-01,-4.226177895160863063e-01
-1.745840784519877564e+00,1.596270701514438395e+00,2.937280409356525901e+00,1.237315601869981796e+00,-3.138718015335365319e+00
-1.045623670638185843e+00,1.362231065030255150e+00,3.851067540053772498e-01,3.674369147980015571e-01,2.292490335532342272e-01
4.228747911573384477e-01,2.441153488021303719e-01,3.483791984329138169e-01,2.078623696190624592e+00,-9.392970046689015362e-01
-1.584233852742682691e+00,1.771576294224541437e+00,6.637824743065012800e-01,1.004596876010963591e+00,-1.471629799105010017e+00
-1.430218893302115601e+00,1.582084410487772486e+00,-2.703093810667921981e-01,9.149958108979425742e-01,-1.405060153015792235e+00
-2.076547585651240535e+00,2.007943271898085413e+00,1.296670954436047463e-01,4.604959452434784772e-01,-1.634469900765355144e+00
-1.249600805825495486e+00,1.467511799520401450e+00,1.560863433013724544e+00,1.330016452127543491e+00,-1.809070845268196726e+00
-3.659345180809045472e-01,5.349669315551175419e-01,5.223454654291000976e-01,4.867932315167406987e-01,-3.097945540559637889e-01
-2.422745945868452766e-01,6.955997850196393717e-01,-1.811509058676235684e+00,1.613602744704695446e+00,-1.131735731617962593e+00
-1.879245183392249441e+00,1.944998580719007553e+00,-1.105865484756713313e+00,1.228611971399080627e+00,-2.378259392169703723e+00
